,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Mode
421,10.91,-0.12,2.34,-0.25,0.04,0.12,0.0
422,9.12,-0.73,1.78,-0.37,0.21,0.07,0.0
423,10.18,-1.41,2.51,-0.66,0.05,-0.26,0.0
424,10.92,-0.18,1.37,-0.89,-0.12,-0.07,0.0
425,9.34,-0.08,2.19,-0.72,-0.02,-0.12,0.0
426,10.98,-0.09,2.12,-0.29,0.05,0.12,0.0
427,10.9,0.18,1.63,-0.5,-0.04,0.05,0.0
428,10.86,-1.04,0.66,-0.4,0.09,-0.09,0.0
429,9.14,-0.99,1.47,-0.39,0.17,0.06,0.0
430,10.69,-0.86,2.2,-0.85,-0.07,-0.24,0.0
431,11.08,-0.29,1.38,-0.82,-0.06,-0.04,0.0
432,9.09,-0.41,1.9,-0.77,0.02,-0.09,0.0
433,10.78,0.0,2.27,-0.24,0.04,0.17,0.0
434,11.66,-0.68,0.92,-0.3,-0.28,-0.06,0.0
435,9.12,-0.79,1.94,-0.37,0.27,0.03,0.0
436,10.94,-1.17,2.21,-0.78,-0.04,-0.22,0.0
437,9.6,-0.4,2.21,-0.74,0.07,-0.07,0.0
438,10.58,-0.29,2.67,-0.32,0.01,0.07,0.0
439,11.48,-0.89,1.07,-0.38,0.05,-0.04,0.0
440,8.97,-0.96,1.87,-0.33,0.24,0.03,0.0
441,10.33,-1.09,2.9,-0.75,-0.01,-0.25,0.0
442,10.95,-0.43,1.55,-0.88,-0.2,-0.06,0.0
443,9.05,-0.28,2.26,-0.76,0.01,-0.07,0.0
444,10.92,0.13,2.41,-0.37,0.03,0.13,0.0
445,11.57,-0.56,1.03,-0.36,-0.11,-0.08,0.0
446,9.19,-0.81,1.77,-0.34,0.17,0.05,0.0
447,10.51,-1.24,2.55,-0.77,0.07,-0.3,0.0
448,10.86,-0.6,1.24,-0.8,-0.06,-0.02,0.0
449,9.21,-0.02,2.46,-0.77,0.11,-0.07,0.0
450,10.73,0.0,2.53,-0.35,-0.06,0.08,0.0
451,9.68,-1.14,2.17,-0.4,0.21,0.05,0.0
452,10.99,-1.42,2.51,-0.83,0.07,-0.21,0.0
453,9.37,-0.18,2.52,-0.87,-0.01,-0.1,0.0
454,10.57,0.47,2.26,-0.34,0.04,0.12,0.0
455,11.25,-0.73,1.04,-0.34,-0.01,-0.07,0.0
456,8.95,-1.05,1.92,-0.24,0.17,0.09,0.0
457,10.49,-1.4,2.2,-0.85,0.04,-0.25,0.0
458,11.14,-0.42,1.25,-0.91,-0.13,-0.08,0.0
459,9.63,-0.12,2.22,-0.81,0.07,-0.15,0.0
460,10.87,0.19,2.11,-0.22,-0.01,0.16,0.0
461,11.25,-0.55,0.62,-0.32,-0.05,-0.09,0.0
462,9.27,-0.46,1.68,-0.38,0.14,0.06,0.0
463,9.76,-1.36,2.3,-0.72,0.12,-0.23,0.0
464,11.31,-0.54,1.21,-0.92,-0.08,-0.07,0.0
465,9.17,-0.05,2.25,-0.83,0.17,-0.11,0.0
466,10.77,-0.0,2.38,-0.29,-0.06,0.13,0.0
467,9.17,-0.9,2.05,-0.4,0.31,0.09,0.0
468,10.64,-1.07,1.96,-0.79,-0.01,-0.25,0.0
469,11.06,-0.42,1.13,-0.79,-0.16,-0.07,0.0
470,9.19,-0.39,2.13,-0.72,0.07,-0.07,0.0
471,10.6,-0.02,2.16,-0.39,0.05,0.08,0.0
472,9.06,-0.82,1.58,-0.34,0.14,0.1,0.0
473,10.87,-1.48,1.87,-0.88,0.11,-0.27,0.0
474,9.29,-0.38,2.14,-0.76,-0.02,-0.07,0.0
475,10.59,0.24,2.06,-0.27,0.04,0.17,0.0
476,11.8,-0.88,0.71,-0.4,-0.16,-0.06,0.0
477,9.11,-0.93,2.09,-0.39,0.31,0.1,0.0
478,10.56,-1.5,2.29,-0.79,-0.15,-0.22,0.0
479,9.41,-0.45,2.51,-0.65,-0.01,-0.03,0.0
480,10.85,-0.06,2.33,-0.46,-0.0,0.05,0.0
481,11.1,-0.73,1.05,-0.3,-0.21,0.01,0.0
482,9.01,-0.72,2.07,-0.46,0.11,0.03,0.0
483,9.97,-1.54,2.34,-0.78,-0.01,-0.17,0.0
484,11.07,-0.46,1.06,-1.01,-0.17,-0.1,0.0
485,9.96,-0.41,2.26,-0.93,0.01,-0.13,0.0
486,10.55,-0.02,2.57,-0.34,-0.02,0.03,0.0
487,11.14,-0.56,0.57,-0.33,-0.15,-0.13,0.0
488,9.04,-0.7,1.61,-0.4,0.11,0.09,0.0
489,10.97,-1.19,2.59,-0.85,0.1,-0.15,0.0
490,9.31,-0.1,2.1,-0.85,0.03,-0.12,0.0
491,10.81,0.11,2.04,-0.19,0.06,0.14,0.0
492,10.85,-0.52,0.84,-0.33,-0.1,0.02,0.0
493,9.21,-0.57,1.58,-0.52,0.19,0.09,0.0
494,10.92,-1.44,2.43,-0.75,-0.03,-0.17,0.0
495,10.92,-0.59,1.33,-0.69,-0.03,-0.03,0.0
496,9.09,-0.06,2.12,-0.59,0.05,-0.07,0.0
497,11.05,0.08,2.04,-0.4,-0.05,0.11,0.0
498,11.34,-0.51,0.59,-0.35,-0.17,-0.07,0.0
499,8.94,-0.84,1.86,-0.47,0.2,0.05,0.0
500,10.83,-1.4,2.25,-0.88,0.08,-0.2,0.0
501,9.37,-0.2,1.86,-0.67,-0.05,-0.08,0.0
502,10.7,0.15,2.42,-0.35,0.18,0.1,0.0
503,10.91,-0.0,1.85,-0.53,0.11,0.06,0.0
504,9.39,-0.78,1.58,-0.4,0.19,0.09,0.0
505,10.76,-1.06,1.91,-0.92,-0.0,-0.25,0.0
506,9.42,-0.29,1.87,-0.78,-0.05,-0.1,0.0
507,11.2,-0.26,1.71,-0.31,-0.04,0.12,0.0
508,11.13,-0.57,0.41,-0.22,-0.01,-0.1,0.0
509,9.51,-0.41,1.09,-0.31,0.17,-0.01,0.0
510,9.95,-1.45,2.21,-0.82,0.18,-0.2,0.0
511,10.71,-0.64,0.91,-0.93,-0.06,-0.03,0.0
512,9.14,-0.33,1.81,-0.8,0.03,-0.07,0.0
513,10.59,0.12,2.08,-0.3,0.09,0.14,0.0
514,11.52,-0.44,0.58,-0.26,-0.03,-0.11,0.0
515,9.09,-0.67,1.75,-0.36,0.25,0.06,0.0
516,11.04,-1.26,2.15,-0.93,-0.1,-0.23,0.0
517,9.2,-0.32,1.54,-0.47,0.13,-0.03,0.0
518,9.66,0.09,2.26,-0.03,-0.07,0.13,0.0
519,10.57,0.16,2.15,-0.2,0.15,0.13,0.0
520,10.57,-0.31,1.81,-0.61,-0.04,0.11,0.0
521,11.51,-0.35,1.06,-0.48,-0.1,-0.05,0.0
522,8.89,-1.08,2.08,-0.49,0.24,0.1,0.0
523,10.54,-0.85,1.93,-0.97,-0.02,-0.2,0.0
524,10.78,-0.66,0.89,-0.79,0.01,0.01,0.0
525,9.39,-0.79,1.84,-0.68,0.07,-0.08,0.0
526,10.27,-0.3,2.56,-0.32,0.22,0.07,0.0
527,11.53,-0.18,1.25,-0.48,-0.09,-0.13,0.0
528,8.98,-0.78,1.89,-0.65,0.17,0.03,0.0
529,10.64,-1.65,2.15,-0.87,0.06,-0.25,0.0
530,9.32,-0.51,2.08,-0.83,-0.02,-0.08,0.0
531,11.15,-0.58,2.1,-0.53,-0.13,0.12,0.0
532,10.8,-0.24,0.81,-0.35,-0.1,-0.07,0.0
533,9.09,-0.8,1.95,-0.61,0.15,0.08,0.0
534,11.02,-1.67,2.08,-0.86,0.0,-0.24,0.0
535,10.43,-0.26,0.65,-0.68,0.01,0.04,0.0
536,9.24,-0.41,1.89,-0.65,0.04,-0.01,0.0
537,10.85,-0.36,1.66,-0.68,-0.15,0.06,0.0
538,11.54,-0.04,0.88,-0.49,-0.02,-0.13,0.0
539,9.07,-0.77,1.83,-0.6,0.34,0.05,0.0
540,11.08,-0.01,1.08,-0.88,-0.14,-0.01,0.0
541,9.05,-0.17,2.18,-0.73,0.03,-0.08,0.0
542,10.98,-0.16,1.94,-0.25,-0.04,0.14,0.0
543,9.17,-0.95,1.78,-0.71,0.28,0.14,0.0
544,11.19,-0.98,1.24,-0.67,-0.06,-0.01,0.0
545,9.43,-0.58,2.04,-0.54,0.16,-0.05,0.0
546,10.56,-0.14,2.43,-0.31,0.08,0.05,0.0
547,11.05,-0.47,1.54,-0.66,-0.24,-0.03,0.0
548,8.89,-0.74,1.87,-0.6,0.22,0.08,0.0
549,10.91,-1.16,1.73,-0.99,0.06,-0.29,0.0
550,10.49,0.03,0.61,-0.86,-0.02,-0.0,0.0
551,9.34,-0.32,1.66,-0.74,0.01,-0.03,0.0
552,10.28,-0.18,2.28,-0.63,0.22,0.13,0.0
553,11.57,-0.29,1.06,-0.4,0.0,-0.12,0.0
554,9.07,-0.72,2.15,-0.43,0.27,0.14,0.0
555,10.04,-0.51,1.99,-0.71,0.04,-0.08,0.0
556,10.95,0.07,1.98,-0.48,0.07,0.2,0.0
557,11.15,-0.49,1.23,-0.37,-0.02,-0.08,0.0
558,8.95,-0.87,2.33,-0.42,0.17,0.09,0.0
559,9.28,-0.53,2.59,-0.62,0.02,-0.07,0.0
560,10.67,-0.2,2.64,-0.3,-0.05,0.13,0.0
561,10.96,-0.37,1.85,-0.61,-0.14,-0.02,0.0
562,9.24,-1.03,2.29,-0.53,0.15,0.05,0.0
563,10.43,-1.23,2.51,-0.86,0.06,-0.13,0.0
564,11.13,-0.52,1.42,-0.87,-0.11,0.05,0.0
565,9.6,-0.86,2.45,-0.71,-0.06,-0.07,0.0
566,10.73,-0.56,2.71,-0.35,0.06,0.04,0.0
567,11.32,-0.74,1.51,-0.47,-0.09,-0.1,0.0
568,8.91,-0.99,2.23,-0.43,0.2,-0.02,0.0
569,10.26,-1.37,2.77,-0.74,-0.09,-0.23,0.0
570,10.85,-0.74,0.82,-0.84,-0.11,0.02,0.0
571,9.16,-0.56,2.53,-0.64,0.08,-0.07,0.0
572,10.57,-0.46,2.5,-0.24,-0.02,0.05,0.0
573,10.95,-0.45,2.2,-0.55,0.09,0.09,0.0
574,9.17,-0.56,2.31,-0.56,0.23,0.07,0.0
575,10.41,-1.26,2.53,-0.74,-0.07,-0.17,0.0
576,10.92,-1.05,1.76,-0.74,-0.04,0.01,0.0
577,8.91,-0.75,2.31,-0.68,0.06,-0.07,0.0
578,10.81,-0.34,2.64,-0.22,-0.02,0.1,0.0
579,9.0,-0.83,2.23,-0.68,0.24,0.08,0.0
580,10.63,-1.3,2.21,-0.83,-0.08,-0.24,0.0
581,11.1,-0.89,1.4,-0.75,-0.02,-0.04,0.0
582,9.11,-0.5,2.41,-0.66,0.07,-0.08,0.0
583,10.94,-0.51,2.37,-0.29,-0.02,0.09,0.0
584,10.81,-0.19,2.24,-0.56,0.11,0.09,0.0
585,9.07,-0.47,2.12,-0.64,0.17,0.04,0.0
586,10.37,-1.74,2.43,-0.83,0.03,-0.28,0.0
587,11.24,-1.01,1.27,-0.71,-0.04,-0.03,0.0
588,9.03,-0.4,2.28,-0.6,0.14,0.0,0.0
589,11.09,-0.24,2.67,-0.44,-0.1,0.12,0.0
590,11.71,-0.69,1.53,-0.53,-0.25,-0.01,0.0
591,9.72,-0.81,2.22,-0.63,0.22,0.0,0.0
592,10.8,-0.23,1.48,-0.92,-0.1,0.02,0.0
593,10.05,-0.41,2.22,-0.8,0.1,-0.02,0.0
594,10.07,0.05,3.19,-0.48,0.12,0.15,0.0
595,10.9,-0.38,1.71,-0.56,-0.19,-0.07,0.0
596,8.77,-1.06,1.81,-0.6,0.01,0.04,0.0
597,10.48,-1.84,2.68,-0.95,-0.01,-0.22,0.0
598,8.76,-0.38,2.04,-0.79,0.02,-0.03,0.0
599,10.27,-0.25,2.75,-0.37,0.02,0.15,0.0
600,11.18,-0.44,1.36,-0.45,-0.19,-0.05,0.0
601,8.54,-0.89,1.83,-0.54,0.07,0.16,0.0
602,10.49,-1.3,2.78,-0.99,-0.02,-0.28,0.0
603,10.99,-0.62,0.63,-0.87,-0.0,-0.07,0.0
604,9.56,-0.54,2.01,-0.74,0.19,-0.04,0.0
605,10.07,-0.17,2.47,-0.59,0.16,0.06,0.0
606,11.3,-0.61,1.31,-0.36,-0.24,0.02,0.0
607,9.01,-0.89,2.06,-0.43,0.09,0.15,0.0
608,10.54,-1.36,2.34,-0.83,0.07,-0.24,0.0
609,10.35,-0.04,0.68,-0.66,-0.1,-0.04,0.0
610,9.22,-0.29,1.56,-0.8,0.02,-0.0,0.0
611,11.05,-0.22,1.6,-0.7,0.01,0.07,0.0
612,11.44,-0.63,1.12,-0.42,-0.11,-0.03,0.0
613,9.56,-0.93,2.15,-0.42,0.22,0.13,0.0
614,11.08,-1.49,2.74,-0.83,-0.13,-0.24,0.0
615,11.27,-0.63,1.33,-0.77,-0.08,-0.01,0.0
616,8.85,-0.65,2.19,-0.73,-0.02,-0.08,0.0
617,10.83,-0.81,2.51,-0.34,-0.16,0.12,0.0
618,9.09,-0.96,1.86,-0.51,0.25,0.05,0.0
619,10.62,-1.46,2.09,-0.82,-0.04,-0.22,0.0
620,10.85,-0.67,1.22,-0.69,0.0,0.05,0.0
621,9.14,-0.9,1.77,-0.55,0.02,-0.03,0.0
622,10.71,-0.59,1.98,-0.21,0.02,0.05,0.0
623,10.03,-0.21,2.45,-0.52,0.23,0.15,0.0
624,11.56,0.38,1.46,-0.88,-0.06,-0.06,0.0
625,9.05,-0.67,1.89,-0.51,0.15,0.13,0.0
626,10.87,-1.47,2.78,-1.0,-0.01,-0.18,0.0
627,11.12,-0.73,0.71,-0.95,-0.13,-0.01,0.0
628,9.05,-1.17,2.19,-0.67,-0.05,-0.06,0.0
629,10.65,-0.36,2.14,-0.35,0.13,0.06,0.0
630,11.21,-0.65,1.32,-0.34,-0.13,-0.0,0.0
631,9.66,-0.3,1.98,-0.44,0.24,0.01,0.0
632,10.87,-1.32,2.54,-0.89,-0.11,-0.16,0.0
633,11.16,-0.54,0.99,-0.87,-0.14,0.01,0.0
634,9.36,-0.49,2.01,-0.73,0.15,-0.08,0.0
635,10.64,-0.57,2.19,-0.46,0.2,0.06,0.0
636,10.84,-0.42,1.98,-0.63,0.05,0.09,0.0
637,10.81,-0.65,1.16,-0.44,-0.15,-0.02,0.0
638,9.51,-0.87,2.04,-0.54,0.15,0.04,0.0
639,11.05,-1.66,2.21,-0.73,-0.07,-0.17,0.0
640,10.93,-0.41,0.67,-0.91,-0.15,0.01,0.0
641,9.35,-0.71,1.94,-0.78,0.08,-0.06,0.0
642,10.83,-0.02,2.08,-0.18,0.11,0.12,0.0
643,11.47,-0.69,1.06,-0.53,-0.17,0.01,0.0
644,9.1,-1.14,1.85,-0.46,0.25,0.05,0.0
645,10.55,-1.5,2.01,-0.75,0.05,-0.25,0.0
646,10.81,-0.4,0.84,-0.77,-0.04,0.02,0.0
647,9.51,-0.77,1.79,-0.79,0.12,-0.03,0.0
648,10.56,-0.08,2.21,-0.29,0.1,0.08,0.0
649,11.48,-0.44,0.78,-0.62,-0.25,-0.11,0.0
650,9.1,-1.18,1.67,-0.55,0.22,0.08,0.0
651,10.92,-1.38,2.59,-0.79,-0.02,-0.15,0.0
652,9.42,-0.51,2.11,-0.75,0.14,-0.06,0.0
653,10.45,-0.25,2.51,-0.39,0.09,0.09,0.0
654,10.78,-0.91,1.24,-0.69,0.01,-0.01,0.0
655,9.15,-1.21,2.05,-0.58,0.16,0.1,0.0
656,10.3,-1.66,2.26,-0.79,0.03,-0.21,0.0
657,9.03,-0.46,2.46,-0.63,0.04,-0.06,0.0
658,10.69,-0.69,3.01,-0.42,-0.03,0.12,0.0
659,9.24,-0.71,2.13,-0.58,0.16,0.05,0.0
660,10.03,-1.69,2.2,-0.76,0.07,-0.18,0.0
661,9.39,-0.97,2.09,-0.62,-0.03,-0.06,0.0
662,10.86,-0.73,2.34,-0.3,0.05,0.05,0.0
663,11.13,-0.34,1.3,-0.78,-0.06,-0.09,0.0
664,10.64,-0.91,1.59,-0.59,-0.04,0.07,0.0
665,8.85,-1.06,1.89,-0.61,0.1,0.15,0.0
666,11.13,-1.84,2.7,-0.85,-0.0,-0.19,0.0
667,9.62,-0.76,2.38,-0.74,-0.13,-0.03,0.0
668,10.54,-0.0,2.62,-0.4,0.1,0.09,0.0
669,11.5,-0.47,0.91,-0.49,-0.08,-0.08,0.0
670,8.93,-0.6,1.93,-0.58,0.18,0.06,0.0
671,10.74,-0.97,2.44,-0.74,-0.05,-0.21,0.0
672,11.04,-0.47,1.0,-0.79,-0.1,0.02,0.0
673,9.12,-0.4,1.87,-0.64,-0.02,-0.01,0.0
674,10.71,-0.14,2.21,-0.31,0.18,0.13,0.0
675,11.3,-0.35,1.18,-0.8,-0.01,-0.0,0.0
676,11.73,-0.6,1.17,-0.51,-0.06,-0.09,0.0
677,9.44,-0.83,2.31,-0.57,0.2,0.05,0.0
678,10.47,-0.86,2.37,-0.79,-0.0,-0.26,0.0
679,9.27,-0.61,2.25,-0.76,0.01,-0.11,0.0
680,10.78,-0.4,2.07,-0.24,-0.01,0.09,0.0
681,9.48,-0.76,1.59,-0.58,0.12,0.06,0.0
682,10.79,-1.31,2.39,-0.8,0.03,-0.21,0.0
683,10.92,-0.43,0.93,-0.94,-0.02,0.05,0.0
684,9.02,-0.23,2.07,-0.77,0.03,-0.04,0.0
685,10.63,-0.38,1.87,-0.1,0.09,0.11,0.0
686,11.17,0.32,1.21,-0.55,-0.06,0.05,0.0
687,9.19,-0.71,1.72,-0.53,0.2,0.11,0.0
688,10.52,-1.02,1.57,-0.74,0.16,-0.32,0.0
689,9.4,-0.48,1.59,-0.82,-0.04,-0.1,0.0
690,10.82,0.6,1.77,-0.57,0.18,0.1,0.0
691,10.06,-0.65,1.72,-0.44,0.22,0.1,0.0
692,10.65,-1.04,2.45,-0.76,-0.04,-0.25,0.0
693,10.76,-0.34,1.14,-0.82,-0.11,0.01,0.0
694,9.18,-0.59,2.14,-0.68,-0.03,-0.06,0.0
695,10.63,-0.01,2.19,-0.36,0.06,0.07,0.0
696,9.32,-0.9,1.6,-0.63,0.13,0.09,0.0
697,10.68,-1.45,2.61,-0.81,0.13,-0.2,0.0
698,9.26,-0.31,1.92,-0.8,0.07,-0.07,0.0
699,10.57,-0.05,2.58,-0.28,0.12,0.13,0.0
700,11.34,-0.54,1.19,-0.58,-0.17,0.01,0.0
701,8.88,-1.05,2.01,-0.62,0.14,0.09,0.0
702,10.4,-1.36,2.21,-0.83,0.06,-0.32,0.0
703,9.4,-0.41,2.0,-0.61,-0.06,-0.06,0.0
704,10.6,0.38,2.07,-0.33,0.1,0.14,0.0
705,11.82,-0.3,0.72,-0.54,-0.06,-0.08,0.0
706,9.9,-0.43,1.87,-0.58,0.28,0.01,0.0
707,10.89,-1.13,2.1,-1.01,-0.12,-0.27,0.0
708,9.34,-0.49,1.4,-0.64,-0.05,-0.03,0.0
709,9.88,0.21,2.41,-0.45,0.16,0.11,0.0
710,11.35,0.11,0.76,-0.73,-0.2,0.03,0.0
711,10.07,-0.51,1.89,-0.65,0.22,0.06,0.0
712,9.35,-0.53,2.1,-0.34,-0.07,-0.0,0.0
713,10.73,-0.1,1.55,-0.44,0.02,0.06,0.0
714,11.28,-0.35,0.77,-0.8,-0.04,0.03,0.0
715,10.69,-0.6,1.05,-0.49,-0.23,-0.1,0.0
716,9.61,-0.95,1.96,-0.5,-0.03,0.04,0.0
717,10.49,-1.63,1.85,-0.67,0.21,-0.16,0.0
718,9.45,-0.66,2.04,-0.75,0.14,-0.04,0.0
719,10.84,-0.25,1.75,-0.65,0.03,0.13,0.0
720,11.37,-0.63,1.24,-0.4,-0.09,-0.14,0.0
721,10.1,-0.76,2.19,-0.47,0.09,0.0,0.0
722,10.57,-1.74,2.38,-0.75,-0.04,-0.22,0.0
723,10.16,-0.27,2.51,-0.8,-0.04,-0.1,0.0
724,10.47,-0.29,2.16,-0.46,0.22,0.15,0.0
725,11.2,-0.17,1.13,-0.45,-0.01,-0.28,0.0
726,9.32,-0.61,1.86,-0.56,0.22,-0.03,0.0
727,9.66,-1.45,2.18,-0.78,0.06,-0.18,0.0
728,9.05,-0.7,2.07,-0.64,-0.04,0.02,0.0
729,10.72,-0.61,2.3,-0.34,0.03,0.07,0.0
730,10.88,-0.55,2.15,-0.45,0.17,0.08,0.0
731,11.47,-0.64,1.17,-0.6,-0.1,-0.07,0.0
732,9.51,-1.05,2.13,-0.61,0.34,0.02,0.0
733,10.73,-1.59,2.64,-0.72,0.04,-0.18,0.0
734,9.05,-0.24,2.28,-0.83,0.06,-0.1,0.0
735,10.69,-0.38,2.3,-0.31,0.0,0.11,0.0
736,9.01,-1.23,2.04,-0.62,0.29,0.05,0.0
737,10.88,-1.25,3.13,-0.64,-0.04,-0.19,0.0
738,11.54,-0.66,1.08,-0.72,-0.16,0.01,0.0
739,9.16,-0.19,2.14,-0.74,0.13,-0.05,0.0
740,11.15,0.09,3.08,-0.4,-0.01,0.12,0.0
741,10.45,-1.47,2.33,-0.86,-0.07,-0.25,0.0
742,11.66,-0.3,1.22,-0.91,-0.21,-0.09,0.0
743,8.79,-0.49,2.43,-0.73,0.15,-0.08,0.0
744,11.23,-0.25,2.5,-0.3,-0.0,0.19,0.0
745,11.62,-0.5,0.94,-0.37,-0.15,-0.19,0.0
746,8.86,-0.67,1.61,-0.48,0.18,0.0,0.0
747,10.97,-0.09,0.88,-0.96,-0.0,-0.01,0.0
748,9.16,-0.29,2.39,-0.73,0.17,-0.07,0.0
749,10.72,0.33,2.59,-0.29,0.17,0.13,0.0
750,8.96,-0.8,1.51,-0.49,0.19,0.09,0.0
751,10.87,-1.12,1.56,-0.81,-0.04,-0.2,0.0
752,9.44,-0.63,1.87,-0.92,0.04,-0.08,0.0
753,10.52,0.06,1.89,-0.3,0.08,0.11,0.0
754,10.95,-0.12,1.67,-0.5,-0.18,0.1,0.0
755,11.82,-0.28,0.68,-0.42,-0.18,-0.16,0.0
756,9.33,-0.46,1.88,-0.43,0.21,0.07,0.0
757,10.86,-1.37,1.98,-0.83,-0.04,-0.18,0.0
758,9.46,-0.27,0.83,-0.9,-0.07,-0.07,0.0
759,10.54,-0.1,2.09,-0.37,0.19,0.07,0.0
760,10.97,0.24,1.21,-0.68,-0.07,0.13,0.0
761,9.12,-0.74,1.63,-0.44,0.17,0.11,0.0
762,10.27,-1.43,1.99,-0.7,0.14,-0.23,0.0
763,9.39,-0.44,2.04,-0.88,0.17,-0.04,0.0
764,10.98,-0.05,2.07,-0.29,0.03,0.14,0.0
765,11.51,-0.6,0.51,-0.32,-0.02,-0.11,0.0
766,9.2,-0.74,1.93,-0.44,0.22,0.08,0.0
767,9.55,-0.11,1.34,-0.96,0.05,-0.09,0.0
768,10.35,-0.03,2.62,-0.25,0.11,0.11,0.0
769,10.99,0.1,2.01,-0.54,-0.15,0.09,0.0
770,9.38,-0.64,2.04,-0.35,0.22,0.12,0.0
771,10.57,-1.14,1.97,-0.79,0.01,-0.2,0.0
772,9.3,-0.1,1.78,-1.02,0.12,-0.11,0.0
773,10.62,0.25,2.66,-0.27,0.13,0.09,0.0
774,10.9,-0.04,2.08,-0.5,-0.07,0.14,0.0
775,10.99,-0.69,1.02,-0.34,-0.19,-0.14,0.0
776,9.14,-0.58,1.67,-0.41,0.11,0.05,0.0
777,11.09,-1.0,2.62,-0.87,-0.14,-0.16,0.0
778,10.59,-0.39,0.89,-0.83,-0.02,-0.02,0.0
779,9.19,-0.43,1.95,-0.75,0.08,-0.11,0.0
780,10.9,-0.01,2.31,-0.25,0.04,0.07,0.0
781,9.16,-0.86,2.01,-0.43,0.16,0.08,0.0
782,11.16,-1.34,2.06,-0.78,-0.05,-0.15,0.0
783,10.95,-0.42,0.61,-0.95,-0.06,-0.08,0.0
784,9.35,-0.41,2.17,-0.87,0.07,-0.09,0.0
785,10.82,-0.05,1.87,-0.34,0.13,0.1,0.0
786,9.55,-0.66,1.89,-0.38,0.23,0.06,0.0
787,10.74,-1.4,2.13,-0.84,-0.02,-0.2,0.0
788,10.91,-0.39,0.91,-0.87,-0.13,-0.05,0.0
789,8.83,-0.47,2.07,-0.72,0.04,-0.08,0.0
790,10.95,0.02,1.95,-0.33,0.03,0.12,0.0
791,9.0,-0.91,2.23,-0.44,0.28,0.04,0.0
792,11.38,-1.56,2.2,-0.79,-0.08,-0.16,0.0
793,9.3,-0.43,2.29,-0.75,-0.0,-0.07,0.0
794,10.69,-0.17,1.93,-0.34,0.09,0.05,0.0
795,9.14,-0.71,1.94,-0.4,0.15,0.12,0.0
796,10.25,-1.33,2.03,-0.88,0.08,-0.2,0.0
797,9.81,-0.57,1.93,-0.88,0.0,-0.08,0.0
798,10.71,0.16,1.8,-0.29,0.11,0.11,0.0
799,11.65,-0.41,0.7,-0.38,-0.23,-0.12,0.0
800,8.99,-0.85,1.68,-0.37,0.19,0.06,0.0
801,9.95,-1.47,2.12,-0.76,0.11,-0.18,0.0
802,11.11,-1.05,0.7,-0.91,-0.16,-0.0,0.0
803,9.2,-0.53,2.0,-0.87,0.1,-0.03,0.0
804,10.67,0.11,1.7,-0.35,0.08,0.12,0.0
805,9.67,-0.86,1.84,-0.38,0.37,0.07,0.0
806,10.54,-1.45,2.03,-0.81,0.03,-0.21,0.0
807,11.32,-0.4,1.15,-0.8,-0.21,-0.07,0.0
808,9.46,-0.69,2.34,-0.62,0.07,-0.05,0.0
809,9.03,-0.84,2.25,-0.44,0.16,0.04,0.0
810,10.93,-1.6,1.87,-0.73,0.08,-0.19,0.0
811,11.02,-0.73,1.0,-0.74,-0.07,0.0,0.0
812,9.14,-0.2,1.79,-0.8,0.16,-0.08,0.0
813,10.76,-0.23,1.82,-0.29,0.12,0.07,0.0
814,9.1,-0.73,1.79,-0.46,0.2,0.07,0.0
815,10.76,-1.14,1.78,-0.84,0.15,-0.21,0.0
816,9.13,-0.16,1.81,-0.83,0.03,-0.11,0.0
817,10.93,0.27,1.76,-0.29,0.15,0.08,0.0
818,8.94,-0.8,1.84,-0.37,0.3,0.13,0.0
819,10.83,-0.53,1.08,-0.91,-0.08,-0.05,0.0
820,9.26,-0.22,1.96,-0.88,0.02,-0.12,0.0
821,10.95,0.07,1.58,-0.28,0.03,0.11,0.0
822,11.67,-0.9,0.95,-0.3,-0.08,0.01,0.0
823,9.53,-0.97,1.87,-0.36,0.3,0.16,0.0
824,10.19,-1.73,2.4,-0.72,0.04,-0.2,0.0
825,11.04,-0.41,1.53,-0.87,-0.21,-0.12,0.0
826,8.9,-0.34,2.49,-0.73,0.13,-0.12,0.0
827,10.97,0.28,2.31,-0.24,0.18,0.12,0.0
828,9.71,-0.77,2.41,-0.36,0.15,0.06,0.0
829,11.14,-1.64,2.54,-0.78,0.03,-0.15,0.0
830,9.4,0.15,1.46,-1.04,-0.1,-0.21,0.0
831,10.89,-0.03,1.81,-0.34,0.08,0.15,0.0
832,9.18,-0.44,2.24,-0.52,0.18,0.1,0.0
833,10.49,-0.71,1.38,-1.03,-0.12,-0.07,0.0
834,9.3,-0.48,1.68,-0.95,-0.02,-0.09,0.0
835,10.55,0.16,2.56,-0.2,0.13,0.12,0.0
836,9.4,-0.68,2.26,-0.51,0.17,0.04,0.0
837,9.23,-0.09,2.31,-0.74,0.13,-0.09,0.0
838,10.53,0.28,2.62,-0.31,0.11,0.13,0.0
839,9.15,-0.61,2.26,-0.59,0.21,0.05,0.0
840,10.83,-1.41,2.51,-0.88,0.15,-0.23,0.0
841,10.85,-0.69,1.24,-1.0,-0.17,-0.08,0.0
842,9.37,-0.48,2.24,-0.65,0.05,-0.19,0.0
843,10.06,0.43,2.25,0.02,-0.03,0.23,0.0
844,9.36,-0.55,2.15,-0.36,0.2,0.07,0.0
