,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Mode
207,8.41,0.51,3.86,-0.65,-0.26,0.01,0.0
208,9.13,0.93,3.25,-0.55,0.02,0.08,0.0
209,10.14,0.45,4.8,-0.58,0.03,-0.05,0.0
210,12.2,0.03,3.88,-0.6,-0.35,-0.09,0.0
211,8.13,0.08,4.08,-0.53,0.23,0.04,0.0
212,9.72,-0.17,5.24,-0.86,0.06,-0.11,0.0
213,11.29,0.93,4.8,-0.42,0.2,-0.02,0.0
214,7.8,0.4,4.1,-0.59,-0.08,0.09,0.0
215,8.92,0.84,4.07,-0.56,-0.01,-0.0,0.0
216,10.0,0.54,5.04,-0.42,0.14,0.03,0.0
217,11.2,0.22,5.02,-0.27,0.3,0.09,0.0
218,12.06,-0.38,3.8,-0.48,-0.48,-0.06,0.0
219,8.39,0.27,4.11,-0.37,-0.04,0.05,0.0
220,10.12,-0.29,4.11,-0.8,-0.14,-0.17,0.0
221,8.68,0.3,3.67,-0.78,0.01,-0.09,0.0
222,10.05,-0.11,4.84,-0.84,0.14,-0.13,0.0
223,11.35,0.58,4.89,-0.57,0.21,-0.1,0.0
224,8.12,0.64,3.77,-0.5,-0.08,0.09,0.0
225,8.74,0.85,3.48,-0.44,-0.01,0.06,0.0
226,10.12,0.45,4.8,-0.41,0.15,0.09,0.0
227,11.94,0.62,4.72,-0.42,0.25,0.0,0.0
228,8.3,0.5,4.03,-0.39,0.03,0.01,0.0
229,9.87,-0.63,3.93,-0.84,-0.08,-0.12,0.0
230,9.83,-0.25,4.86,-0.82,0.09,-0.08,0.0
231,9.79,-0.2,4.98,-0.65,0.1,-0.01,0.0
232,11.28,0.04,5.37,-0.59,0.05,-0.07,0.0
233,8.96,0.6,3.25,-0.48,0.09,0.03,0.0
234,10.17,0.09,4.87,-0.43,-0.0,0.06,0.0
235,11.09,0.06,4.78,-0.2,0.41,0.15,0.0
236,8.32,0.25,4.51,-0.5,0.11,-0.11,0.0
237,9.68,-0.52,4.46,-1.0,-0.22,-0.27,0.0
238,8.73,0.73,4.39,-0.48,0.1,0.09,0.0
239,9.91,0.34,5.29,-0.49,-0.13,0.04,0.0
240,8.09,0.48,3.95,-0.52,0.13,-0.1,0.0
241,9.77,-0.61,4.64,-0.94,-0.24,-0.24,0.0
242,10.36,-0.08,5.07,-0.8,0.08,-0.1,0.0
243,8.83,0.86,3.72,-0.49,-0.11,0.06,0.0
244,10.29,0.62,4.84,-0.65,0.02,-0.02,0.0
245,12.8,-0.71,3.19,-0.69,-0.53,-0.12,0.0
246,8.4,0.45,3.97,-0.49,0.11,-0.01,0.0
247,9.99,-0.08,4.85,-0.93,0.07,-0.11,0.0
248,8.88,0.93,3.62,-0.57,0.06,0.02,0.0
249,10.12,0.25,4.73,-0.6,0.02,0.0,0.0
250,12.3,0.12,3.17,-0.47,-0.61,-0.12,0.0
251,7.92,0.5,3.92,-0.65,0.18,-0.01,0.0
252,9.85,-0.41,4.24,-0.97,-0.01,-0.16,0.0
253,10.37,0.69,4.86,-0.59,0.08,0.01,0.0
254,11.92,-0.57,3.7,-0.53,-0.58,-0.09,0.0
255,8.64,0.17,3.63,-0.52,0.11,-0.03,0.0
256,9.82,-0.71,4.19,-1.09,-0.3,-0.28,0.0
257,9.47,-0.18,4.98,-0.72,0.16,-0.16,0.0
258,8.94,0.84,3.77,-0.57,0.03,0.08,0.0
259,10.73,0.8,4.55,-0.6,0.09,0.0,0.0
260,11.46,-0.72,3.31,-0.63,-0.35,-0.1,0.0
261,9.77,-0.47,3.75,-0.87,-0.27,-0.2,0.0
262,8.8,0.02,3.64,-0.79,-0.1,-0.08,0.0
263,9.86,-0.27,4.54,-0.61,0.11,-0.04,0.0
264,10.23,-0.34,4.76,-0.5,0.09,0.08,0.0
265,11.2,0.53,5.4,-0.4,-0.01,0.06,0.0
266,8.4,0.31,3.51,-0.6,-0.05,0.03,0.0
267,10.47,0.47,4.17,-0.56,0.13,0.04,0.0
268,9.09,-0.17,3.42,-0.43,0.22,-0.09,0.0
269,12.1,-0.74,3.63,-0.69,-0.46,-0.17,0.0
270,8.78,0.65,3.32,-0.53,0.01,-0.12,0.0
271,9.58,-0.25,3.72,-0.84,0.04,-0.15,0.0
272,9.04,0.15,3.8,-0.81,0.13,-0.06,0.0
273,10.41,-0.05,4.55,-0.68,0.11,-0.09,0.0
274,8.49,0.36,3.78,-0.71,0.04,0.07,0.0
275,10.1,0.33,5.18,-0.55,0.09,0.02,0.0
276,11.76,0.36,4.78,-0.34,0.34,0.11,0.0
277,8.57,0.2,4.11,-0.5,0.03,0.01,0.0
278,9.47,-0.49,3.87,-0.96,-0.11,-0.27,0.0
279,9.43,0.22,5.12,-0.8,0.3,-0.06,0.0
280,9.67,-0.23,5.47,-0.47,0.16,0.06,0.0
281,8.74,0.89,3.85,-0.47,0.09,0.0,0.0
282,10.31,0.25,5.01,-0.58,0.07,-0.05,0.0
283,11.28,0.17,5.34,-0.31,0.32,0.03,0.0
284,12.39,-0.3,3.89,-0.47,-0.47,-0.1,0.0
285,8.37,0.72,3.94,-0.48,0.15,-0.01,0.0
286,9.46,0.0,4.35,-0.91,-0.1,-0.16,0.0
287,8.76,0.27,4.48,-0.91,0.0,-0.02,0.0
288,9.63,0.17,5.11,-0.82,0.09,-0.03,0.0
289,8.71,0.34,4.02,-0.57,-0.05,0.08,0.0
290,10.34,0.31,4.82,-0.53,0.11,0.1,0.0
291,11.8,-0.54,3.71,-0.59,-0.54,-0.2,0.0
292,8.48,0.3,3.65,-0.48,-0.17,-0.19,0.0
293,10.02,-0.26,3.83,-1.04,-0.29,-0.3,0.0
294,9.95,-0.41,4.66,-0.7,0.07,-0.0,0.0
295,11.81,0.39,4.85,-0.33,0.2,0.05,0.0
296,8.91,0.62,3.73,-0.55,0.01,0.04,0.0
297,10.4,0.26,4.55,-0.47,0.11,0.03,0.0
298,12.34,-0.54,3.6,-0.59,-0.45,-0.17,0.0
299,8.62,0.28,3.81,-0.44,0.1,-0.02,0.0
300,10.05,-0.17,3.93,-0.9,-0.1,-0.21,0.0
301,8.78,0.26,3.71,-0.89,-0.04,-0.1,0.0
302,9.63,0.2,4.7,-0.97,0.14,-0.14,0.0
303,10.53,0.58,4.68,-0.43,-0.01,0.01,0.0
304,8.63,0.02,3.42,-0.32,0.51,-0.18,0.0
305,11.79,-0.57,3.87,-0.49,-0.32,-0.13,0.0
306,8.35,0.77,4.3,-0.4,0.16,0.02,0.0
307,8.62,0.38,4.33,-0.87,-0.07,-0.07,0.0
308,9.79,0.25,5.11,-0.94,0.07,-0.07,0.0
309,9.95,0.26,5.34,-0.84,0.01,0.01,0.0
310,9.79,-0.19,5.31,-0.7,-0.05,0.09,0.0
311,11.0,0.11,4.82,-0.68,0.27,-0.01,0.0
312,12.06,0.07,3.77,-0.61,-0.42,-0.1,0.0
313,7.99,0.34,3.93,-0.4,-0.17,0.12,0.0
314,8.88,0.8,4.08,-0.48,-0.07,-0.02,0.0
315,9.5,0.31,5.55,-0.35,-0.04,0.05,0.0
316,10.11,1.36,4.52,-0.46,0.05,-0.09,0.0
317,11.66,0.51,3.97,-0.43,0.57,0.07,0.0
318,11.43,-0.3,3.79,-0.72,-0.13,0.03,0.0
319,8.62,0.26,4.28,-0.5,-0.02,0.04,0.0
320,9.65,-0.54,4.38,-0.9,-0.05,-0.13,0.0
321,9.74,-0.3,5.35,-0.89,-0.01,-0.07,0.0
322,8.9,1.03,4.05,-0.52,-0.17,-0.07,0.0
323,9.87,0.06,5.0,-0.57,0.26,0.07,0.0
324,8.39,0.64,4.53,-0.32,0.11,0.04,0.0
325,8.92,-0.3,4.72,-0.77,-0.12,-0.14,0.0
326,9.97,0.11,5.37,-0.83,-0.02,-0.14,0.0
327,11.37,0.5,4.83,-0.48,0.29,-0.1,0.0
328,8.06,0.37,4.83,-0.67,-0.01,0.04,0.0
329,8.75,0.75,4.53,-0.65,0.11,-0.07,0.0
330,9.76,0.63,5.64,-0.58,0.17,-0.07,0.0
331,11.25,0.17,5.32,-0.41,0.37,0.07,0.0
332,8.21,0.73,4.65,-0.5,-0.01,-0.06,0.0
333,9.44,-0.32,4.68,-0.95,-0.06,-0.14,0.0
334,10.17,0.02,5.44,-0.9,0.14,-0.11,0.0
335,9.67,-0.07,5.52,-0.67,0.23,-0.09,0.0
336,10.65,0.82,5.54,-0.49,0.31,-0.12,0.0
337,10.94,0.47,4.43,-0.62,-0.43,-0.07,0.0
338,8.15,0.44,4.69,-0.42,-0.2,0.08,0.0
339,8.87,1.3,3.78,-0.52,-0.13,-0.03,0.0
340,10.53,0.6,4.79,-0.62,-0.02,0.02,0.0
341,11.56,0.51,5.23,-0.66,0.41,0.01,0.0
342,8.38,0.16,3.57,-0.55,0.33,-0.04,0.0
343,8.51,0.8,4.23,-0.51,-0.0,0.02,0.0
344,9.77,-0.21,4.23,-0.75,-0.1,-0.08,0.0
345,8.58,0.23,4.31,-0.71,0.03,-0.03,0.0
346,9.87,0.05,5.28,-0.74,0.18,-0.06,0.0
347,8.6,0.82,4.47,-0.59,-0.02,-0.04,0.0
348,10.26,0.52,5.28,-0.6,0.05,-0.02,0.0
349,8.37,0.12,4.73,-0.5,0.6,-0.09,0.0
350,8.42,0.59,4.81,-0.29,-0.21,-0.08,0.0
351,8.66,0.92,4.7,-0.65,-0.09,-0.01,0.0
352,10.18,0.59,5.55,-0.71,0.07,-0.06,0.0
353,10.84,1.0,5.23,-0.61,0.24,-0.01,0.0
354,7.89,0.81,4.51,-0.73,-0.19,0.03,0.0
355,8.81,0.97,4.22,-0.58,-0.04,0.03,0.0
356,9.98,0.44,5.22,-0.47,0.03,0.05,0.0
357,9.68,1.13,5.55,-0.37,0.2,0.0,0.0
358,10.95,0.68,5.39,-0.37,0.29,0.04,0.0
359,12.34,-0.28,3.89,-0.55,-0.38,-0.05,0.0
360,8.16,0.7,4.39,-0.47,-0.0,-0.08,0.0
361,9.7,-0.11,4.18,-0.97,-0.02,-0.19,0.0
362,8.41,0.54,4.57,-0.95,-0.09,-0.18,0.0
363,9.38,0.13,5.38,-0.95,0.05,-0.09,0.0
364,8.56,0.88,4.44,-0.35,-0.02,0.03,0.0
365,10.28,1.12,5.25,-0.49,-0.06,0.02,0.0
366,11.04,0.31,4.74,-0.48,0.33,0.04,0.0
367,12.38,0.16,4.02,-0.48,-0.44,-0.14,0.0
368,8.25,0.79,4.42,-0.48,0.12,-0.01,0.0
369,9.46,-0.17,4.7,-0.88,-0.13,-0.18,0.0
370,10.2,0.01,5.5,-0.98,-0.02,-0.13,0.0
371,8.69,0.66,3.84,-0.6,-0.03,-0.03,0.0
372,9.81,-0.06,5.08,-0.5,-0.13,-0.04,0.0
373,10.0,1.61,5.4,-0.39,0.11,-0.14,0.0
374,10.83,0.92,4.89,-0.52,0.2,-0.19,0.0
375,8.21,0.64,4.15,-0.44,0.09,0.02,0.0
376,9.82,0.2,4.11,-0.83,-0.12,-0.1,0.0
377,8.69,0.66,3.91,-0.83,-0.03,-0.03,0.0
378,9.95,0.39,4.96,-0.85,0.1,-0.1,0.0
379,11.45,0.73,5.22,-0.42,0.28,0.06,0.0
380,8.61,0.56,4.02,-0.67,0.31,-0.02,0.0
381,11.84,0.11,4.4,-0.38,-0.51,-0.01,0.0
382,8.19,0.57,4.48,-0.33,0.08,0.02,0.0
383,9.74,-0.15,4.28,-0.91,-0.12,-0.15,0.0
384,9.59,-0.16,5.37,-0.93,-0.02,-0.13,0.0
385,8.3,0.53,4.46,-0.64,-0.12,-0.02,0.0
386,8.89,1.01,3.9,-0.6,0.03,0.04,0.0
387,10.18,0.69,5.21,-0.42,0.05,0.04,0.0
388,10.36,0.45,5.44,-0.15,0.41,0.19,0.0
389,11.66,0.7,4.77,-0.16,0.4,0.19,0.0
390,11.62,-0.1,3.9,-0.58,-0.47,0.02,0.0
391,8.71,0.41,4.28,-0.54,0.08,-0.0,0.0
392,9.41,0.13,5.25,-0.98,-0.06,-0.25,0.0
393,8.26,0.62,4.33,-0.38,-0.13,0.08,0.0
394,8.6,0.94,3.61,-0.43,-0.03,0.06,0.0
395,10.45,0.83,4.98,-0.54,0.02,-0.01,0.0
396,10.96,0.57,4.95,-0.53,0.3,0.0,0.0
397,9.12,0.93,3.35,-0.53,-0.17,-0.08,0.0
398,9.8,-0.15,3.76,-1.01,-0.15,-0.28,0.0
399,9.95,0.09,4.63,-0.72,0.19,-0.04,0.0
400,8.66,0.6,4.01,-0.47,0.12,0.11,0.0
401,9.57,0.89,4.95,-0.51,0.12,0.1,0.0
402,8.01,0.62,4.29,-0.43,0.01,-0.06,0.0
403,9.53,-0.24,4.44,-0.84,-0.07,-0.21,0.0
404,8.36,0.43,4.34,-0.8,-0.04,-0.1,0.0
405,10.38,0.35,5.13,-0.8,0.05,-0.12,0.0
406,8.12,0.67,4.45,-0.59,0.0,0.07,0.0
407,8.77,1.15,4.12,-0.59,-0.03,0.03,0.0
408,9.87,0.91,5.2,-0.56,0.04,0.01,0.0
409,11.68,0.61,4.99,-0.39,0.19,-0.01,0.0
410,12.25,-0.07,3.85,-0.49,-0.5,-0.05,0.0
411,7.94,0.66,3.82,-0.48,-0.05,-0.01,0.0
412,10.16,-0.03,3.91,-0.83,-0.08,-0.13,0.0
413,8.64,0.6,3.77,-0.85,-0.05,-0.09,0.0
414,9.68,0.26,4.83,-1.0,0.01,-0.12,0.0
415,9.84,0.02,4.79,-0.54,0.17,0.08,0.0
416,11.15,1.01,4.44,-0.47,0.29,0.02,0.0
417,8.53,0.74,3.94,-0.41,-0.04,0.05,0.0
418,8.63,1.33,4.14,-0.58,0.12,-0.02,0.0
419,9.79,0.88,4.81,-0.6,0.09,-0.01,0.0
420,9.98,0.86,4.95,-0.65,0.08,-0.04,0.0
421,10.19,1.34,5.13,-0.66,0.09,-0.07,0.0
422,8.32,0.66,3.93,-0.56,-0.02,0.06,0.0
423,9.94,-0.22,4.35,-0.89,0.04,-0.29,0.0
424,9.49,0.21,5.16,-0.82,-0.03,-0.1,0.0
425,11.52,0.62,5.2,-0.47,0.19,-0.14,0.0
426,8.78,1.08,4.63,-0.42,0.12,0.06,0.0
427,10.25,1.38,5.04,-0.58,-0.08,-0.03,0.0
428,11.28,0.45,5.32,-0.44,0.31,0.01,0.0
429,11.43,0.1,4.24,-0.39,-0.23,-0.1,0.0
430,8.5,0.66,4.66,-0.38,0.03,0.04,0.0
