Time:49149, AccelX:9.32,AccelY:0.60,AccelZ:3.68, GyroX:-0.40,GyroY:-0.17,GyroZ:0.01
Time:49278, AccelX:10.18,AccelY:0.49,AccelZ:4.54, GyroX:-0.44,GyroY:-0.04,GyroZ:0.01
Time:49427, AccelX:12.14,AccelY:0.01,AccelZ:4.09, GyroX:-0.45,GyroY:0.30,GyroZ:0.07
Time:49660, AccelX:8.48,AccelY:0.43,AccelZ:3.85, GyroX:-0.49,GyroY:0.17,GyroZ:-0.04
Time:49789, AccelX:9.79,AccelY:-0.41,AccelZ:4.34, GyroX:-0.97,GyroY:-0.12,GyroZ:-0.20
Time:49980, AccelX:9.75,AccelY:0.08,AccelZ:5.29, GyroX:-0.70,GyroY:0.18,GyroZ:-0.13
Time:50546, AccelX:8.88,AccelY:1.01,AccelZ:3.86, GyroX:-0.58,GyroY:-0.09,GyroZ:-0.02
Time:50644, AccelX:10.07,AccelY:0.30,AccelZ:4.75, GyroX:-0.55,GyroY:-0.03,GyroZ:0.02
Time:50804, AccelX:10.24,AccelY:0.02,AccelZ:5.09, GyroX:-0.22,GyroY:0.35,GyroZ:0.18
Time:51058, AccelX:8.62,AccelY:0.29,AccelZ:4.10, GyroX:-0.31,GyroY:0.12,GyroZ:0.04
Time:51218, AccelX:8.77,AccelY:0.00,AccelZ:3.81, GyroX:-0.86,GyroY:-0.13,GyroZ:-0.12
Time:51357, AccelX:9.95,AccelY:-0.12,AccelZ:5.28, GyroX:-0.79,GyroY:0.05,GyroZ:-0.08
Time:51528, AccelX:11.02,AccelY:1.06,AccelZ:4.44, GyroX:-0.22,GyroY:0.38,GyroZ:0.01
Time:51781, AccelX:8.56,AccelY:0.41,AccelZ:4.05, GyroX:-0.74,GyroY:-0.25,GyroZ:0.02
Time:52087, AccelX:10.33,AccelY:0.60,AccelZ:4.90, GyroX:-0.57,GyroY:0.14,GyroZ:0.00
Time:52393, AccelX:12.75,AccelY:0.08,AccelZ:3.64, GyroX:-0.28,GyroY:-0.47,GyroZ:-0.00
Time:52470, AccelX:8.04,AccelY:0.58,AccelZ:4.26, GyroX:-0.36,GyroY:0.07,GyroZ:0.06
Time:52578, AccelX:9.60,AccelY:-0.13,AccelZ:4.36, GyroX:-0.66,GyroY:-0.14,GyroZ:-0.05
Time:52634, AccelX:8.77,AccelY:0.45,AccelZ:3.79, GyroX:-0.67,GyroY:0.01,GyroZ:-0.01
Time:52721, AccelX:9.67,AccelY:0.10,AccelZ:4.88, GyroX:-0.81,GyroY:-0.01,GyroZ:-0.08
Time:53287, AccelX:10.28,AccelY:0.41,AccelZ:4.00, GyroX:-0.56,GyroY:-0.15,GyroZ:-0.04
Time:53353, AccelX:8.73,AccelY:0.76,AccelZ:3.97, GyroX:-0.50,GyroY:0.18,GyroZ:-0.01
Time:53430, AccelX:10.11,AccelY:0.32,AccelZ:4.99, GyroX:-0.54,GyroY:0.17,GyroZ:0.01
Time:53570, AccelX:11.37,AccelY:0.45,AccelZ:5.13, GyroX:-0.39,GyroY:0.45,GyroZ:0.05
Time:53844, AccelX:8.29,AccelY:0.69,AccelZ:4.65, GyroX:-0.43,GyroY:0.10,GyroZ:0.03
Time:53973, AccelX:9.35,AccelY:-0.30,AccelZ:4.41, GyroX:-0.96,GyroY:-0.12,GyroZ:-0.15
Time:54102, AccelX:9.95,AccelY:-0.22,AccelZ:5.32, GyroX:-1.03,GyroY:-0.08,GyroZ:-0.09
Time:54283, AccelX:10.68,AccelY:0.32,AccelZ:5.09, GyroX:-0.51,GyroY:0.15,GyroZ:-0.06
Time:54713, AccelX:8.49,AccelY:0.64,AccelZ:4.38, GyroX:-0.43,GyroY:0.02,GyroZ:-0.02
Time:54811, AccelX:9.97,AccelY:0.37,AccelZ:4.91, GyroX:-0.50,GyroY:-0.06,GyroZ:-0.02
Time:55241, AccelX:8.18,AccelY:0.71,AccelZ:4.36, GyroX:-0.35,GyroY:0.03,GyroZ:-0.01
Time:55360, AccelX:9.44,AccelY:-0.12,AccelZ:4.34, GyroX:-0.86,GyroY:-0.07,GyroZ:-0.21
Time:55406, AccelX:8.54,AccelY:0.17,AccelZ:4.22, GyroX:-0.93,GyroY:-0.02,GyroZ:-0.16
Time:55514, AccelX:9.97,AccelY:-0.03,AccelZ:5.27, GyroX:-1.02,GyroY:-0.03,GyroZ:-0.19
Time:55944, AccelX:8.17,AccelY:0.83,AccelZ:4.44, GyroX:-0.45,GyroY:-0.14,GyroZ:0.08
Time:56115, AccelX:8.89,AccelY:1.08,AccelZ:3.43, GyroX:-0.50,GyroY:0.01,GyroZ:0.07
Time:56223, AccelX:10.37,AccelY:0.30,AccelZ:4.85, GyroX:-0.61,GyroY:0.11,GyroZ:0.01
Time:56321, AccelX:10.17,AccelY:0.40,AccelZ:4.91, GyroX:-0.37,GyroY:0.23,GyroZ:0.12
Time:56346, AccelX:11.21,AccelY:-0.01,AccelZ:4.81, GyroX:-0.34,GyroY:0.27,GyroZ:0.16
Time:56526, AccelX:12.33,AccelY:-0.81,AccelZ:3.89, GyroX:-0.54,GyroY:-0.48,GyroZ:-0.03
Time:56614, AccelX:8.10,AccelY:0.13,AccelZ:4.30, GyroX:-0.61,GyroY:0.02,GyroZ:-0.04
Time:56743, AccelX:9.61,AccelY:-0.58,AccelZ:3.94, GyroX:-1.11,GyroY:0.03,GyroZ:-0.25
Time:56913, AccelX:9.60,AccelY:-0.44,AccelZ:5.09, GyroX:-0.89,GyroY:0.04,GyroZ:-0.19
Time:57510, AccelX:8.78,AccelY:0.37,AccelZ:4.45, GyroX:-0.57,GyroY:-0.12,GyroZ:-0.04
Time:57608, AccelX:10.14,AccelY:0.35,AccelZ:5.13, GyroX:-0.45,GyroY:0.05,GyroZ:-0.03
Time:57768, AccelX:11.96,AccelY:0.19,AccelZ:4.67, GyroX:-0.23,GyroY:0.18,GyroZ:0.06
Time:57959, AccelX:11.88,AccelY:0.09,AccelZ:3.87, GyroX:-0.41,GyroY:-0.43,GyroZ:0.03
Time:58036, AccelX:8.52,AccelY:0.28,AccelZ:4.12, GyroX:-0.57,GyroY:0.14,GyroZ:0.06
Time:58175, AccelX:9.30,AccelY:-0.35,AccelZ:4.19, GyroX:-1.13,GyroY:-0.04,GyroZ:-0.25
Time:58325, AccelX:9.75,AccelY:-0.21,AccelZ:5.41, GyroX:-0.96,GyroY:0.13,GyroZ:-0.16
Time:58745, AccelX:8.41,AccelY:0.51,AccelZ:3.86, GyroX:-0.65,GyroY:-0.26,GyroZ:0.01
Time:58905, AccelX:9.13,AccelY:0.93,AccelZ:3.25, GyroX:-0.55,GyroY:0.02,GyroZ:0.08
Time:59013, AccelX:10.14,AccelY:0.45,AccelZ:4.80, GyroX:-0.58,GyroY:0.03,GyroZ:-0.05
Time:59340, AccelX:12.20,AccelY:0.03,AccelZ:3.88, GyroX:-0.60,GyroY:-0.35,GyroZ:-0.09
Time:59417, AccelX:8.13,AccelY:0.08,AccelZ:4.08, GyroX:-0.53,GyroY:0.23,GyroZ:0.04
Time:59722, AccelX:9.72,AccelY:-0.17,AccelZ:5.24, GyroX:-0.86,GyroY:0.06,GyroZ:-0.11
